id;seo_title;seo_description;keywords;title;slug;price;price_title;image_path;image_alt;image_title;category_id;Марка;Тип;НТД;Материал;"описание ";Размер;"Способ производства";description;ОКПД;Артикул;"Тип поверхности";"Способ применения"
4246,"Купить Лента нержавеющая 06Х18Н11 19 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 06Х18Н11 19 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 06х18н11 19 мм в [[!+cf.name_rp]], лента нержавеющая 06х18н11 19 мм купить, лента нержавеющая 06х18н11 19 мм цена, лента нержавеющая 06х18н11 19 мм со склада, лента нержавеющая 06х18н11 19 мм от производителя, лента нержавеющая 06х18н11 19 мм","Лента нержавеющая 06Х18Н11 19 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-06x18n11-19-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая 06Х18Н11 19 мм","Лента нержавеющая 06Х18Н11 19 мм","Лента нержавеющая",06Х18Н11,Упаковочная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 06Х18Н11 19 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",19,Холоднокатаная,,,,,
4247,"Купить Лента нержавеющая AISI 304 1,7 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая AISI 304 1,7 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая aisi 304 1,7 мм в [[!+cf.name_rp]], лента нержавеющая aisi 304 1,7 мм купить, лента нержавеющая aisi 304 1,7 мм цена, лента нержавеющая aisi 304 1,7 мм со склада, лента нержавеющая aisi 304 1,7 мм от производителя, лента нержавеющая aisi 304 1,7 мм","Лента нержавеющая AISI 304 1,7 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-aisi-304-17-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya-perforirovannaya.png,"Лента нержавеющая AISI 304 1,7 мм","Лента нержавеющая AISI 304 1,7 мм","Лента нержавеющая","AISI 304",Пружинная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая AISI 304 1,7 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",1.7,Перфорированная,,,,,
4248,"Купить Лента нержавеющая AISI 304 30 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая AISI 304 30 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая aisi 304 30 мм в [[!+cf.name_rp]], лента нержавеющая aisi 304 30 мм купить, лента нержавеющая aisi 304 30 мм цена, лента нержавеющая aisi 304 30 мм со склада, лента нержавеющая aisi 304 30 мм от производителя, лента нержавеющая aisi 304 30 мм","Лента нержавеющая AISI 304 30 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-aisi-304-30-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая AISI 304 30 мм","Лента нержавеющая AISI 304 30 мм","Лента нержавеющая","AISI 304",Конвейерная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая AISI 304 30 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",30,Холоднокатаная,,,,,
4249,"Купить Лента нержавеющая AISI 202 0,5 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая AISI 202 0,5 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая aisi 202 0,5 мм в [[!+cf.name_rp]], лента нержавеющая aisi 202 0,5 мм купить, лента нержавеющая aisi 202 0,5 мм цена, лента нержавеющая aisi 202 0,5 мм со склада, лента нержавеющая aisi 202 0,5 мм от производителя, лента нержавеющая aisi 202 0,5 мм","Лента нержавеющая AISI 202 0,5 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-aisi-202-05-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая AISI 202 0,5 мм","Лента нержавеющая AISI 202 0,5 мм","Лента нержавеющая","AISI 202",Конвейерная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая AISI 202 0,5 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",0.5,Холоднокатаная,,,,,
4250,"Купить Лента нержавеющая 25Х13Н2 1,4 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 25Х13Н2 1,4 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 25х13н2 1,4 мм в [[!+cf.name_rp]], лента нержавеющая 25х13н2 1,4 мм купить, лента нержавеющая 25х13н2 1,4 мм цена, лента нержавеющая 25х13н2 1,4 мм со склада, лента нержавеющая 25х13н2 1,4 мм от производителя, лента нержавеющая 25х13н2 1,4 мм","Лента нержавеющая 25Х13Н2 1,4 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-25x13n2-14-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая 25Х13Н2 1,4 мм","Лента нержавеющая 25Х13Н2 1,4 мм","Лента нержавеющая",25Х13Н2,Упаковочная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 25Х13Н2 1,4 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",1.4,Холоднокатаная,,,,,
4251,"Купить Лента нержавеющая 12Х18Н10Т 0,09 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 12Х18Н10Т 0,09 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 12х18н10т 0,09 мм в [[!+cf.name_rp]], лента нержавеющая 12х18н10т 0,09 мм купить, лента нержавеющая 12х18н10т 0,09 мм цена, лента нержавеющая 12х18н10т 0,09 мм со склада, лента нержавеющая 12х18н10т 0,09 мм от производителя, лента нержавеющая 12х18н10т 0,09 мм","Лента нержавеющая 12Х18Н10Т 0,09 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-12x18n10t-009-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая 12Х18Н10Т 0,09 мм","Лента нержавеющая 12Х18Н10Т 0,09 мм","Лента нержавеющая",12Х18Н10Т,Упаковочная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 12Х18Н10Т 0,09 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",0.09,Холоднокатаная,,,,,
4252,"Купить Лента нержавеющая 03Х22Н6М2 0,45 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 03Х22Н6М2 0,45 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 03х22н6м2 0,45 мм в [[!+cf.name_rp]], лента нержавеющая 03х22н6м2 0,45 мм купить, лента нержавеющая 03х22н6м2 0,45 мм цена, лента нержавеющая 03х22н6м2 0,45 мм со склада, лента нержавеющая 03х22н6м2 0,45 мм от производителя, лента нержавеющая 03х22н6м2 0,45 мм","Лента нержавеющая 03Х22Н6М2 0,45 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-03x22n6m2-045-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya-zerkalnaya.png,"Лента нержавеющая 03Х22Н6М2 0,45 мм","Лента нержавеющая 03Х22Н6М2 0,45 мм","Лента нержавеющая",03Х22Н6М2,Упаковочная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 03Х22Н6М2 0,45 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",0.45,Холоднокатаная,,,4010000246,Зеркальная,
4253,"Купить Лента нержавеющая 08Х18Тч 0,7 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 08Х18Тч 0,7 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 08х18тч 0,7 мм в [[!+cf.name_rp]], лента нержавеющая 08х18тч 0,7 мм купить, лента нержавеющая 08х18тч 0,7 мм цена, лента нержавеющая 08х18тч 0,7 мм со склада, лента нержавеющая 08х18тч 0,7 мм от производителя, лента нержавеющая 08х18тч 0,7 мм","Лента нержавеющая 08Х18Тч 0,7 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-08x18tc-07-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая 08Х18Тч 0,7 мм","Лента нержавеющая 08Х18Тч 0,7 мм","Лента нержавеющая",08Х18Тч,Упаковочная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 08Х18Тч 0,7 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",0.7,Холоднокатаная,,,,,
4254,"Купить Лента нержавеющая AISI 409L 50 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая AISI 409L 50 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая aisi 409l 50 мм в [[!+cf.name_rp]], лента нержавеющая aisi 409l 50 мм купить, лента нержавеющая aisi 409l 50 мм цена, лента нержавеющая aisi 409l 50 мм со склада, лента нержавеющая aisi 409l 50 мм от производителя, лента нержавеющая aisi 409l 50 мм","Лента нержавеющая AISI 409L 50 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-aisi-409l-50-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая AISI 409L 50 мм","Лента нержавеющая AISI 409L 50 мм","Лента нержавеющая","AISI 409L",Пружинная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая AISI 409L 50 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",50,Холоднокатаная,,,,,
4255,"Купить Лента нержавеющая 14Х17Н2 1 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 14Х17Н2 1 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 14х17н2 1 мм в [[!+cf.name_rp]], лента нержавеющая 14х17н2 1 мм купить, лента нержавеющая 14х17н2 1 мм цена, лента нержавеющая 14х17н2 1 мм со склада, лента нержавеющая 14х17н2 1 мм от производителя, лента нержавеющая 14х17н2 1 мм","Лента нержавеющая 14Х17Н2 1 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-14x17n2-1-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая 14Х17Н2 1 мм","Лента нержавеющая 14Х17Н2 1 мм","Лента нержавеющая",14Х17Н2,Монтажная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 14Х17Н2 1 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",1,Холоднокатаная,,,,,
4256,"Купить Лента нержавеющая AISI 202 0,15 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая AISI 202 0,15 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая aisi 202 0,15 мм в [[!+cf.name_rp]], лента нержавеющая aisi 202 0,15 мм купить, лента нержавеющая aisi 202 0,15 мм цена, лента нержавеющая aisi 202 0,15 мм со склада, лента нержавеющая aisi 202 0,15 мм от производителя, лента нержавеющая aisi 202 0,15 мм","Лента нержавеющая AISI 202 0,15 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-aisi-202-015-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая AISI 202 0,15 мм","Лента нержавеющая AISI 202 0,15 мм","Лента нержавеющая","AISI 202",Упаковочная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая AISI 202 0,15 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",0.15,Холоднокатаная,,,,,
4257,"Купить Лента нержавеющая 20Х13Н4Г9 1,4 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 20Х13Н4Г9 1,4 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 20х13н4г9 1,4 мм в [[!+cf.name_rp]], лента нержавеющая 20х13н4г9 1,4 мм купить, лента нержавеющая 20х13н4г9 1,4 мм цена, лента нержавеющая 20х13н4г9 1,4 мм со склада, лента нержавеющая 20х13н4г9 1,4 мм от производителя, лента нержавеющая 20х13н4г9 1,4 мм","Лента нержавеющая 20Х13Н4Г9 1,4 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-20x13n4g9-14-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая 20Х13Н4Г9 1,4 мм","Лента нержавеющая 20Х13Н4Г9 1,4 мм","Лента нержавеющая",20Х13Н4Г9,Пружинная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 20Х13Н4Г9 1,4 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",1.4,Холоднокатаная,,,,,
4258,"Купить Лента нержавеющая 12Х18Н9Т 30 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 12Х18Н9Т 30 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 12х18н9т 30 мм в [[!+cf.name_rp]], лента нержавеющая 12х18н9т 30 мм купить, лента нержавеющая 12х18н9т 30 мм цена, лента нержавеющая 12х18н9т 30 мм со склада, лента нержавеющая 12х18н9т 30 мм от производителя, лента нержавеющая 12х18н9т 30 мм","Лента нержавеющая 12Х18Н9Т 30 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-12x18n9t-30-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая 12Х18Н9Т 30 мм","Лента нержавеющая 12Х18Н9Т 30 мм","Лента нержавеющая",12Х18Н9Т,Упаковочная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 12Х18Н9Т 30 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",30,Холоднокатаная,,,,,
4259,"Купить Лента нержавеющая 08Х17Н13М2Т 1 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 08Х17Н13М2Т 1 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 08х17н13м2т 1 мм в [[!+cf.name_rp]], лента нержавеющая 08х17н13м2т 1 мм купить, лента нержавеющая 08х17н13м2т 1 мм цена, лента нержавеющая 08х17н13м2т 1 мм со склада, лента нержавеющая 08х17н13м2т 1 мм от производителя, лента нержавеющая 08х17н13м2т 1 мм","Лента нержавеющая 08Х17Н13М2Т 1 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-08x17n13m2t-1-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая 08Х17Н13М2Т 1 мм","Лента нержавеющая 08Х17Н13М2Т 1 мм","Лента нержавеющая",08Х17Н13М2Т,Монтажная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 08Х17Н13М2Т 1 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",1,Холоднокатаная,,,,,
4260,"Купить Лента нержавеющая AISI 304L 30 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая AISI 304L 30 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая aisi 304l 30 мм в [[!+cf.name_rp]], лента нержавеющая aisi 304l 30 мм купить, лента нержавеющая aisi 304l 30 мм цена, лента нержавеющая aisi 304l 30 мм со склада, лента нержавеющая aisi 304l 30 мм от производителя, лента нержавеющая aisi 304l 30 мм","Лента нержавеющая AISI 304L 30 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-aisi-304l-30-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая AISI 304L 30 мм","Лента нержавеющая AISI 304L 30 мм","Лента нержавеющая","AISI 304L",Крепежная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая AISI 304L 30 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",30,Холоднокатаная,,,,,
4261,"Купить Лента нержавеющая ЭИ878 0,5 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая ЭИ878 0,5 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая эи878 0,5 мм в [[!+cf.name_rp]], лента нержавеющая эи878 0,5 мм купить, лента нержавеющая эи878 0,5 мм цена, лента нержавеющая эи878 0,5 мм со склада, лента нержавеющая эи878 0,5 мм от производителя, лента нержавеющая эи878 0,5 мм","Лента нержавеющая ЭИ878 0,5 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-ei878-05-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая ЭИ878 0,5 мм","Лента нержавеющая ЭИ878 0,5 мм","Лента нержавеющая",ЭИ878,Конвейерная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая ЭИ878 0,5 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",0.5,Холоднокатаная,,,,,
4262,"Купить Лента нержавеющая 03Х13 2 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 03Х13 2 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 03х13 2 мм в [[!+cf.name_rp]], лента нержавеющая 03х13 2 мм купить, лента нержавеющая 03х13 2 мм цена, лента нержавеющая 03х13 2 мм со склада, лента нержавеющая 03х13 2 мм от производителя, лента нержавеющая 03х13 2 мм","Лента нержавеющая 03Х13 2 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-03x13-2-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая 03Х13 2 мм","Лента нержавеющая 03Х13 2 мм","Лента нержавеющая",03Х13,Упаковочная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 03Х13 2 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",2,Холоднокатаная,,,,,
4263,"Купить Лента нержавеющая AISI 420 430 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая AISI 420 430 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая aisi 420 430 мм в [[!+cf.name_rp]], лента нержавеющая aisi 420 430 мм купить, лента нержавеющая aisi 420 430 мм цена, лента нержавеющая aisi 420 430 мм со склада, лента нержавеющая aisi 420 430 мм от производителя, лента нержавеющая aisi 420 430 мм","Лента нержавеющая AISI 420 430 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-aisi-420-430-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая AISI 420 430 мм","Лента нержавеющая AISI 420 430 мм","Лента нержавеющая","AISI 420",Бандажная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая AISI 420 430 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",430,Холоднокатаная,,,,,
4264,"Купить Лента нержавеющая AISI 430 100 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая AISI 430 100 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая aisi 430 100 мм в [[!+cf.name_rp]], лента нержавеющая aisi 430 100 мм купить, лента нержавеющая aisi 430 100 мм цена, лента нержавеющая aisi 430 100 мм со склада, лента нержавеющая aisi 430 100 мм от производителя, лента нержавеющая aisi 430 100 мм","Лента нержавеющая AISI 430 100 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-aisi-430-100-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая AISI 430 100 мм","Лента нержавеющая AISI 430 100 мм","Лента нержавеющая","AISI 430",Конвейерная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая AISI 430 100 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",100,Холоднокатаная,,,,,
4265,"Купить Лента нержавеющая 08Х17Н5М3 2,5 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 08Х17Н5М3 2,5 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 08х17н5м3 2,5 мм в [[!+cf.name_rp]], лента нержавеющая 08х17н5м3 2,5 мм купить, лента нержавеющая 08х17н5м3 2,5 мм цена, лента нержавеющая 08х17н5м3 2,5 мм со склада, лента нержавеющая 08х17н5м3 2,5 мм от производителя, лента нержавеющая 08х17н5м3 2,5 мм","Лента нержавеющая 08Х17Н5М3 2,5 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-08x17n5m3-25-mm,0,Договорная,https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая 08Х17Н5М3 2,5 мм","Лента нержавеющая 08Х17Н5М3 2,5 мм","Лента нержавеющая",08Х17Н5М3,Пружинная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 08Х17Н5М3 2,5 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",2.5,Холоднокатаная,,,,,
